xml-file	xml-ID	Settore	Lettera	N. articolo per app.	titolo art. integrale	Etimo/etimi	m.morf.	Significato	Volume	Fascicolo	Data pubbl.	Nr. col. inizio	Nr. col. fine	Autore1	Autore2	Autore3	Autore4	Nome rimando 	Coord. rimando 	Titolo articolo	Note
	ya00928	Latinismi	A		amphictyones 'anfizioni'	amphictyones		anfizioni	II	13	1985	943	943	Fazio, Federico							
	ya00929	Latinismi	A		amphimacrus 'fra due entità lunghe'	amphimacrus		fra due entità lunghe	II	13	1985	944	944	Fazio, Federico							
	ya00930	Latinismi	A		amphisbaena 'che si muove da ambo i lati'	amphisbaena		che si muove da ambo i lati	II	13	1985	944	945	Fazio, Federico							
	ya00931	Latinismi	A		amphitheātrum 'anfiteatro, edificio pubblico romano'	amphitheātrum		anfiteatro, edificio pubblico romano	II	13	1985	945	946	Masutti, Patrizia							
	ya00932	Latinismi	A		amphora 'misura, quantità di liquido; sorta di vaso per liquidi'	amphora		misura, quantità di liquido; sorta di vaso per liquidi	II	13	1985	947	949	Pfister, Max							
	ya00933	Latinismi	A		amplectere 'circondare, abbracciare'	amplectere		circondare, abbracciare	II	13	1985	949	949	Fazio, Federico							
	ya00934	Latinismi	A		amplexāri 'abbracciare'	amplexāri		abbracciare	II	13	1985	949	949	Fazio, Federico							
	ya00935	Latinismi	A		amplexus 'amplesso'	amplexus		amplesso	II	13	1985	950	951	Fazio, Federico							
	ya00936	Latinismi	A		ampliāre 'estendere, ingrandire, accrescere'	ampliāre		estendere, ingrandire, accrescere	II	13	1985	951	953	Ruffino, Giovanni							
	ya00937	Latinismi	A		ampliātio 'dilazione; ampliazione, aumento'	ampliātio		dilazione; ampliazione, aumento	II	13	1985	953	953	Ruffino, Giovanni							
	ya00938	Latinismi	A		amplificāre 'ampliare, ingrandire'	amplificāre		ampliare, ingrandire	II	13	1985	953	955	Ruffino, Giovanni							
	ya00939	Latinismi	A		amplificatio 'amplificazione'	amplificatio		amplificazione	II	13	1985	955	956	Ruffino, Giovanni							
	ya00940	Latinismi	A		amplificātor 'amplificatore, ingranditore, accrescitore'	amplificātor		amplificatore, ingranditore, accrescitore	II	13	1985	956	956	Ruffino, Giovanni							
	ya00941	Latinismi	A		amplitūdo 'ampiezza; magnificenza'	amplitūdo		ampiezza; magnificenza	II	13	1985	956	957	Ruffino, Giovanni							
	ya00942	Latinismi	A		amplus 'ampio;  abbondante'	amplus		ampio;  abbondante	II	13/14	1985	957	962	Ruffino, Giovanni							
	ya00943	Latinismi	A		ampulla 'ampolla; escrescenza vegetale; stile pomposo'	ampulla		ampolla; escrescenza vegetale; stile pomposo	II	14	1985	962	974	Marinucci, Marcello							
	ya00944	Latinismi	A		ampullāceus 'che ha forma di ampolla'	ampullāceus		che ha forma di ampolla	II	14	1985	974	974	Marinucci, Marcello							
	ya00945	Latinismi	A		amputāre 'recidere parti malate o superflue di un corpo o di piante'	amputāre		recidere parti malate o superflue di un corpo o di piante	II	14	1985	974	974	Neumann, Jeannette							
	ya00946	Latinismi	A		amputātio 'asportazione di parti superflue'	amputātio		asportazione di parti superflue	II	14	1985	975	975	Neumann, Jeannette							
	ya00947	Latinismi	A		āmūlētum 'amuleto'	āmūlētum		amuleto	II	14	1985	975	976	Fazio, Federico							
	ya00948	Latinismi	A		amurca 'morchia'	amurca		morchia	II	14	1985	976	983	Crevatin, Franco							
	ya00949	Latinismi	A		*amurcula 'feccia dell'olio'	*amurcula		feccia dell'olio	II	14	1985	983	987	Crevatin, Franco							
	ya00950	Latinismi	A		amygdala 'mandorla'	amygdala		mandorla	II	14	1985	987	1026	Lupis, Antonio							
	ya00951	Latinismi	A		amylum 'amido'	amylum		amido	II	14	1985	1026	1031	Marinucci, Marcello							
	ya00952	Latinismi	A		anabasis 'pianta rampicante'	anabasis		pianta rampicante	II	14	1985	1031	1031	Tancke, Gunnar							
	ya00953	Latinismi	A		anacampserōs 'sorta di portulaca'	anacampserōs		sorta di portulaca	II	14	1985	1031	1032	Zamboni, Alberto							
	ya00954	Latinismi	A		anacardium 'frutto dell'anacardo'	anacardium		frutto dell'anacardo	II	14	1985	1032	1034	Zamboni, Alberto							
	ya00955	Latinismi	A		anachōrēsis 'eremitaggio'	anachōrēsis		eremitaggio	II	14	1985	1034	1035	Fazio, Federico							
	ya00956	Latinismi	A		anachōrēticus 'proprio dell'anacoreta'	anachōrēticus		proprio dell'anacoreta	II	14	1985	1035	1035	Fazio, Federico							
	ya00957	Latinismi	A		anachōrīta/anachōrēta 'eremita'	anachōrīta, anachōrēta		eremita	II	14	1985	1035	1036	Fazio, Federico	Pfister, Max						
	ya00958	Latinismi	A		anacoenōsis 'consultazione'	anacoenōsis		consultazione	II	14	1985	1036	1036	Calabrò Fazio, Annamaria							
	ya00959	Latinismi	A		Anacreonte	Anacreonte		Anacreonte	II	14	1985	1037	1037	Calabrò Fazio, Annamaria							
	ya00960	Latinismi	A		anacreontēon (metrum) 'nello stile di Anacreonte'	anacreontēon metrum		nello stile di Anacreonte	II	14	1985	1037	1037	Calabrò Fazio, Annamaria							
	ya00961	Latinismi	A		anacreontīum (metrum) 'nello stile di Anacreonte'	anacreontīum metrum		nello stile di Anacreonte	II	14	1985	1037	1037	Calabrò Fazio, Annamaria							
	ya00962	Latinismi	A		anadēma 'diadema'	anadēma		diadema	II	14	1985	1038	1038	Calabrò Fazio, Annamaria							
	ya00963	Latinismi	A		anadiplōsis 'reiterazione'	anadiplōsis		reiterazione	II	14	1985	1038	1039	Fazio, Federico							
	ya00964	Latinismi	A		anadyomenē 'che sorge dalle onde'	anadyomenē		che sorge dalle onde	II	14	1985	1039	1039	Calabrò Fazio, Annamaria							
	ya00965	Latinismi	A		anagallis 'anagallide'	anagallis		anagallide	II	14	1985	1039	1040	Zamboni, Alberto							
	ya00966	Latinismi	A		anaglyphus 'cesellato'	anaglyphus		cesellato	II	14	1985	1041	1042	Fazio, Federico							
	ya00967	Latinismi	A		anaglypticus 'che è lavorato a incisione'	anaglypticus		che è lavorato a incisione	II	14	1985	1042	1042	Fazio, Federico							
	ya00968	Latinismi	A		anaglyptus 'cesellato'	anaglyptus		cesellato	II	14	1985	1043	1043	Fazio, Federico							
	ya00969	Latinismi	A		anagnōstēs 'chi legge ad alta voce'	anagnōstēs		chi legge ad alta voce	II	14	1985	1043	1043	Fazio, Federico							
	ya00970	Latinismi	A		anagnōsticum 'brano da leggere'	anagnōsticum		brano da leggere	II	14	1985	1044	1044	Fazio, Federico							
	ya00971	Latinismi	A		anagōgē 'significato spirituale delle cose'	anagōgē		significato spirituale delle cose	II	14	1985	1044	1044	Pfister, Max							
	ya00972	Latinismi	A		anagōgicus 'mistico'	anagōgicus		mistico	II	14	1985	1045	1045	Pfister, Max							
	ya00973	Latinismi	A		anagȳros 'anagiride, fava lupina'	anagȳros		anagiride, fava lupina	II	14	1985	1045	1045	Zamboni, Alberto							
	ya00974	Latinismi	A		analēmma 'base, piedistallo'	analēmma		base, piedistallo	II	14	1985	1046	1046	Fazio, Federico							
	ya00975	Latinismi	A		analepticus 'fortificante'	analepticus		fortificante	II	14	1985	1046	1047	Pfister, Max							
	ya00976	Latinismi	A		analogia 'proporzione, rapporto, regolarità'	analogia		proporzione, rapporto, regolarità	II	14	1985	1047	1048	Calò, Fernando							
	ya00977	Latinismi	A		analogicus 'che ha rapporti di analogia'	analogicus		che ha rapporti di analogia	II	14	1985	1048	1049	Calò, Fernando							
	ya00978	Latinismi	A		analogos 'proporzionale'	analogos		proporzionale	II	14	1985	1049	1050	Calò, Fernando							
	ya00979	Latinismi	A		anamnēsis 'reminiscenza'	anamnēsis		reminiscenza	II	14	1985	1050	1051	Fazio, Federico							
	ya00980	Latinismi	A		anancitēs 'diamante, pietra preziosa'	anancitēs		diamante, pietra preziosa	II	14	1985	1051	1052	Calabrò Fazio, Annamaria	Lupis, Antonio						
	ya00981	Latinismi	A		anapaesticus 'anapestico'	anapaesticus		anapestico	II	14	1985	1052	1052	Piccat, Marco							
	ya00982	Latinismi	A		anapāestus 'anapesto'	anapāestus		anapesto	II	14	1985	1053	1053	Piccat, Marco							
	ya00983	Latinismi	A		anaphōnēsis 'esercizio della voce'	anaphōnēsis		esercizio della voce	II	14	1985	1053	1054	Fazio, Federico							
	ya00984	Latinismi	A		anaphora 'ascesa di pianeti; ripetizione della stessa parola'	anaphora		ascesa di pianeti; ripetizione della stessa parola	II	14	1985	1054	1055	Da Rin Cortelazzo, Adriana							
	ya00985	Latinismi	A		anaphoricus 'di orologio che funziona ad acqua; di persona che sputa sangue'	anaphoricus		di orologio che funziona ad acqua; di persona che sputa sangue	II	14	1985	1055	1055	Da Rin Cortelazzo, Adriana							
	ya00986	Latinismi	A		anas 'anitra'	anas		anitra	II	14	1985	1055	1078	Marinucci, Marcello	Lupis, Antonio	Pfister, Max					
	ya00987	Latinismi	A		anastomōsis 'apertura'	anastomōsis		apertura	II	14	1985	1078	1079	Da Rin Cortelazzo, Adriana							
	ya00988	Latinismi	A		anastomōticus 'anastomotico'	anastomōticus		anastomotico	II	14	1985	1079	1079	Da Rin Cortelazzo, Adriana							
	ya00989	Latinismi	A		anastrophe 'inversione'	anastrophe		inversione	II	14	1985	1080	1080	Fazio, Federico							
	ya00990	Latinismi	A		anatārius 'relativo all'ànatra'	anatārius		relativo all'ànatra	II	14	1985	1080	1080	Lupis, Antonio							
	ya00991	Latinismi	A		anathema 'maledizione; scomunica'	anathema		maledizione; scomunica	II	14	1985	1080	1082	Coluccia, Rosario							
	ya00992	Latinismi	A		anathematismus 'maledizione; scomunica'	anathematismus		maledizione; scomunica	II	14	1985	1082	1082	Coluccia, Rosario							
	ya00993	Latinismi	A		anathematizāre 'scomunicare; maledire, imprecare'	anathematizāre		scomunicare; maledire, imprecare	II	14	1985	1082	1083	Coluccia, Rosario							
	ya00994	Latinismi	A		anaticula 'anitrino'	anaticula		anitrino	II	14	1985	1083	1088	Holtus, Günther	Schweickard, Wolfgang						
	ya00995	Latinismi	A		anatocismus 'interesse composto'	anatocismus		interesse composto	II	14	1985	1088	1088	Da Rin Cortelazzo, Adriana							
	ya00996	Latinismi	A		anatome 'anatomia'	anatome		anatomia	II	14	1985	1089	1089	Marinucci, Marcello							
	ya00997	Latinismi	A		anatomia 'dissezione'	anatomia		dissezione	II	14	1985	1089	1093	Marinucci, Marcello							
	ya00998	Latinismi	A		anatomicus 'anatomico, anatomista'	anatomicus		anatomico, anatomista	II	14	1985	1093	1094	Marinucci, Marcello							
	ya00999	Latinismi	A		anceps 'a doppio taglio, bicipite'	anceps		a doppio taglio, bicipite	II	14	1985	1094	1094	Pfister, Max							
	ya01000	Latinismi	A		Anchiano	Anchiano		Anchiano	II	14	1985	1094	1095	Pfister, Max							
	ya01001	Latinismi	A		anchūsa 'buglossa, alcanna'	anchūsa		buglossa, alcanna	II	14	1985	1095	1096	Zamboni, Alberto							
	ya01002	Latinismi	A		ancīle 'scudo sacro'	ancīle		scudo sacro	II	14	1985	1096	1096	Neumann, Jeannette							
	ya01003	Latinismi	A		ancilla 'ancella, serva'	ancilla		ancella, serva	II	14	1985	1096	1098	Masutti, Patrizia							
	ya01004	Latinismi	A		ancillaris 'proprio delle ancelle'	ancillaris		proprio delle ancelle	II	14	1985	1098	1099	Masutti, Patrizia							
	ya01005	Latinismi	A		ancistrum 'scalpello adunco'	ancistrum		scalpello adunco	II	14	1985	1099	1100	Fazio, Federico							
	ya01006	Latinismi	A		ancōn 'gomito'	ancōn		gomito	II	14	1985	1100	1101	Kramer, Johannes	Lupis, Antonio						
	ya01007	Latinismi	A		ancōnitānus 'di Ancona'	ancōnitānus		di Ancona	II	14	1985	1102	1102	Neumann, Jeannette							
	ya01008	Latinismi	A		ancora 'àncora'	ancora		àncora	II	14	1985	1102	1116	Ruffino, Giovanni							
	ya01009	Latinismi	A		Ancroia	Ancroia		Ancroia	II	14	1985	1116	1118	Calabrò Fazio, Annamaria							
	ya01010	Latinismi	A		Ancȳra	Ancȳra		Ancȳra	II	14	1985	1118	1119	Fazio, Federico							
	ya01011	Latinismi	A		andabata 'gladiatore che combatte bendato'	andabata		gladiatore che combatte bendato	II	14	1985	1119	1120	Fazio, Federico							
	ya01012	Latinismi	A		andrachlē 'erba porcellana'	andrachlē		erba porcellana	II	14	1985	1120	1121	Zamboni, Alberto							
	ya01013	Latinismi	A		Andreas	Andreas		Andreas	II	14	1985	1121	1124	Calabrò Fazio, Annamaria							
	ya01014	Latinismi	A		Andria	Andria		Andria	II	14	1985	1124	1125	Zamboni, Alberto							
	ya01015	Latinismi	A		androdamās 'pietra preziosa'	androdamās		pietra preziosa	II	14	1985	1125	1126	Calabrò Fazio, Annamaria							
	ya01016	Latinismi	A		androgynus 'ermafrodito'	androgynus		ermafrodito	II	14	1985	1126	1128	Fazio, Federico							
	ya01017	Latinismi	A		Andromeda	Andromeda		Andromeda	II	14	1985	1128	1129	Calabrò Fazio, Annamaria							
	ya01018	Latinismi	A		andrōn 'passaggio tra due muri; vicolo'	andrōn		passaggio tra due muri; vicolo	II	14	1985	1129	1132	Piccat, Marco	Pfister, Max						
	ya01019	Latinismi	A		androsaces 'sorta di primulacea'	androsaces		sorta di primulacea	II	14	1985	1132	1133	Zamboni, Alberto							
	ya01020	Latinismi	A		androsaemon 'ruta selvatica, sorta di ipèrico'	androsaemon		ruta selvatica, sorta di ipèrico	II	14	1985	1133	1134	Zamboni, Alberto							
	ya01021	Latinismi	A		ānellus 'piccolo anello, anellino'	ānellus		piccolo anello, anellino	II	14/15	1986	1134	1159	Marinucci, Marcello	Pfister, Max						
	ya01022	Latinismi	A		anemōnē 'anèmone (Anemone coronaria L.)'	anemōnē		anèmone (Anemone coronaria L.)	II	15	1986	1159	1163	Zamboni, Alberto							
	ya01023	Latinismi	A		anēthinus 'fatto di aneto'	anēthinus		fatto di aneto	II	15	1986	1163	1163	Pfister, Max							
	ya01024	Latinismi	A		anēthum 'aneto'	anēthum		aneto	II	15	1986	1163	1166	Zamboni, Alberto							
	ya01025	Latinismi	A		aneurysma 'alterazione o modificazione nella parete delle arterie'	aneurysma		alterazione o modificazione nella parete delle arterie	II	15	1986	1166	1167	Piccat, Marco							
	ya01026	Latinismi	A		ānfrāctuōsus 'tortuoso'	ānfrāctuōsus		tortuoso	II	15	1986	1167	1168	Neumann, Jeannette							
	ya01027	Latinismi	A		ānfrāctus 'tortuosità, giravolta'	ānfrāctus		tortuosità, giravolta	II	15	1986	1168	1168	Lupis, Antonio							
	ya01028	Latinismi	A		ānfrāctus 'tortuoso'	ānfrāctus		tortuoso	II	15	1986	1168	1168	Pfister, Max							
	ya01029	Latinismi	A		angarīa 'obbligo di fornire i mezzi di trasporto'	angarīa		obbligo di fornire i mezzi di trasporto	II	15	1986	1168	1172	Kramer, Johannes							
	ya01030	Latinismi	A		angariāre 'requisire per i trasporti, costringere'	angariāre		requisire per i trasporti, costringere	II	15	1986	1172	1174	Kramer, Johannes							
	ya01031	Latinismi	A		angarizāre 'requisire per i trasporti, costringere'	angarizāre		requisire per i trasporti, costringere	II	15	1986	1174	1174	Kramer, Johannes							
	ya01032	Latinismi	A		angelicus 'angelico'	angelicus		angelico	II	15	1986	1175	1179	Masutti, Patrizia							
	ya01033	Latinismi	A		angelus 'angelo'	angelus		angelo	II	15	1986	1179	1209	Masutti, Patrizia	Pfister, Max						
	ya01034	Latinismi	A		angere 'angustiare'	angere		angustiare	II	15	1986	1209	1210	Crevatin, Franco							
	ya01035	Latinismi	A		angina 'angina; angoscia'	angina		angina; angoscia	II	15	1986	1210	1212	Marinucci, Marcello							
	ya01036	Latinismi	A		angiportus 'vicolo stretto'	angiportus		vicolo stretto	II	15	1986	1212	1212	Piccat, Marco							
	ya01037	Latinismi	A		angium 'vaso; stagno'	angium		vaso; stagno	II	15	1986	1212	1214	Crevatin, Franco	Kramer, Johannes						
	ya01038	Latinismi	A		Anglus 'appartenente alla tribù degli Angli'	Anglus		appartenente alla tribù degli Angli	II	15	1986	1214	1218	Tancke, Gunnar							
	ya01039	Latinismi	A		angor 'angustia, angoscia'	angor		angustia, angoscia	II	15	1986	1218	1218	Crevatin, Franco							
	ya01040	Latinismi	A		anguīlla 'anguilla'	anguīlla		anguilla	II	15	1986	1218	1233	Cortelazzo, Michele A.							
	ya01041	Latinismi	A		anguimanus 'dalla proboscide flessibile come un serpente'	anguimanus		dalla proboscide flessibile come un serpente	II	15	1986	1234	1234	Crevatin, Franco							
	ya01042	Latinismi	A		anguīneus 'serpentino'	anguīneus		serpentino	II	15	1986	1234	1234	Crevatin, Franco							
	ya01043	Latinismi	A		anguīnus 'serpentino'	anguīnus		serpentino	II	15	1986	1234	1234	Crevatin, Franco							
	ya01044	Latinismi	A		anguipēs 'dai piedi di serpente'	anguipēs		dai piedi di serpente	II	15	1986	1234	1235	Crevatin, Franco							
	ya01045	Latinismi	A		anguis 'serpente'	anguis		serpente	II	15	1986	1235	1238	Crevatin, Franco							
	ya01046	Latinismi	A		angulāris 'che ha àngoli'	angulāris		che ha àngoli	II	15	1986	1238	1239	Ruffino, Giovanni	Tancke, Gunnar						
	ya01047	Latinismi	A		angulātus 'fatto ad àngolo'	angulātus		fatto ad àngolo	II	15	1986	1240	1240	Pfister, Max							
	ya01048	Latinismi	A		angulōsus 'fatto ad àngoli'	angulōsus		fatto ad àngoli	II	15	1986	1240	1241	Pfister, Max							
	ya01049	Latinismi	A		angulus 'àngolo; canto'	angulus		àngolo; canto	II	15	1986	1241	1252	Ruffino, Giovanni	Pfister, Max						
	ya01050	Latinismi	A		angustāre 'restringere'	angustāre		restringere	II	15	1986	1252	1253	Marinucci, Marcello							
	ya01051	Latinismi	A		angustia 'passo stretto; strettezza, penuria'	angustia		passo stretto; strettezza, penuria	II	15	1986	1253	1258	Marinucci, Marcello	Pfister, Max						
	ya01052	Latinismi	A		angustiāre 'restringere'	angustiāre		restringere	II	15	1986	1258	1266	Marinucci, Marcello	Pfister, Max						
	ya01053	Latinismi	A		angusticlavius 'chi porta l'angusticlavio'	angusticlavius		chi porta l'angusticlavio	II	15	1986	1266	1266	Pfister, Max							
	ya01054	Latinismi	A		angustiōsus 'pauroso, timoroso, afflitto'	angustiōsus		pauroso, timoroso, afflitto	II	15	1986	1267	1269	Marinucci, Marcello	Pfister, Max						
	ya01055	Latinismi	A		angustus 'stretto'	angustus		stretto	II	15	1986	1269	1270	Marinucci, Marcello	Kramer, Johannes						
	ya01056	Latinismi	A		anhēlāre 'respirare; aspirare'	anhēlāre		respirare; aspirare	II	15	1986	1270	1282	Ruffino, Giovanni	Pfister, Max						
	ya01057	Latinismi	A		anhēlitus 'respiro, fiato'	anhēlitus		respiro, fiato	II	15	1986	1282	1282	Ruffino, Giovanni							
	ya01058	Latinismi	A		anhelosus 'asmatico'	anhelosus		asmatico	II	15	1986	1283	1283	Bork, Hans-Dieter							
	ya01059	Latinismi	A		anhēlus 'ansante, anelante'	anhēlus		ansante, anelante	II	15	1986	1283	1283	Ruffino, Giovanni							
	ya01060	Latinismi	A		anīcētum 'ànice'	anīcētum		ànice	II	15	1986	1283	1284	Zamboni, Alberto							
	ya01061	Latinismi	A		anīlis 'da vecchia'	anīlis		da vecchia	II	15	1986	1284	1284	Neumann, Jeannette							
	ya01062	Latinismi	A		anima 'vento; respiro; spirito; soffio vitale'	anima		vento; respiro; spirito; soffio vitale	II	15	1986	1284	1337	Marinucci, Marcello	Pfister, Max						
	ya01063	Latinismi	A		animābilis 'vivificante'	animābilis		vivificante	II	15	1986	1337	1337	Pfister, Max							
	ya01064	Latinismi	A		animadversio 'attenzione, rimprovero'	animadversio		attenzione, rimprovero	II	15	1986	1337	1338	Neumann, Jeannette							
		Latinismi	A		animadversio 'osservazione, attenzione; riprensione'	animadversio		osservazione, attenzione; riprensione	III - 2	Supp.	1991	2778	2779	Calabrò Fazio, Annamaria							
		Latinismi	A		animadvertere 'osservare, considerare'	animadvertere		osservare, considerare	III - 2	Supp.	1991	2780	2780	Calabrò Fazio, Annamaria							
	ya01065	Latinismi	A		animal 'creatura animata, essere animato; animale'	animal		creatura animata, essere animato; animale	II	15/16	1986	1338	1349	Marinucci, Marcello	Pfister, Max						
	ya01066	Latinismi	A		animālis 'animato, vivo'	animālis		animato, vivo	II	16	1986	1349	1350	Marinucci, Marcello	Pfister, Max						
	ya01067	Latinismi	A		animāns 'animato, vivente'	animāns		animato, vivente	II	16	1986	1350	1351	Lupis, Antonio							
	ya01068	Latinismi	A		animāre 'incoraggiare; dar la vita'	animāre		incoraggiare; dar la vita	II	16	1986	1351	1358	Marinucci, Marcello	Pfister, Max						
	ya01069	Latinismi	A		animātio 'natura o senso vitale; animazione; ardore, animosità, sdegno'	animātio		natura o senso vitale; animazione; ardore, animosità, sdegno	II	16	1986	1358	1359	Marinucci, Marcello							
	ya01070	Latinismi	A		animātor 'che dà anima, vita alla materia'	animātor		che dà anima, vita alla materia	II	16	1986	1360	1360	Marinucci, Marcello							
	ya01071	Latinismi	A		animātus 'dotato di vita'	animātus		dotato di vita	II	16	1986	1361	1362	Marinucci, Marcello	Pfister, Max						
	ya01072	Latinismi	A		animōsitās 'coraggio, ardore, energia'	animōsitās		coraggio, ardore, energia	II	16	1986	1362	1363	Marinucci, Marcello							
	ya01073	Latinismi	A		animōsus 'coraggioso, appassionato; desideroso, bramoso'	animōsus		coraggioso, appassionato; desideroso, bramoso	II	16	1986	1363	1364	Marinucci, Marcello							
	ya01074	Latinismi	A		animula 'piccola anima'	animula		piccola anima	II	16	1986	1364	1365	Marinucci, Marcello	Pfister, Max						
	ya01075	Latinismi	A		animus 'anima, principio di vita spirituale'	animus		anima, principio di vita spirituale	II	16	1986	1365	1377	Marinucci, Marcello	Pfister, Max						
	ya01076	Latinismi	A		anīsum/anēsum 'ànice'	anīsum, anēsum		ànice	II	16	1986	1377	1389	Zamboni, Alberto							
	ya01077	Latinismi	A		Anna	Anna		Anna	II	16	1986	1389	1391	Calabrò Fazio, Annamaria							
	ya01078	Latinismi	A		annālēs 'registrazione degli avvenimenti di un anno'	annālēs		registrazione degli avvenimenti di un anno	II	16	1986	1391	1393	Calabrò Fazio, Annamaria							
	ya01079	Latinismi	A		annālis 'della durata di un anno; annuale; dell'anno'	annālis		della durata di un anno; annuale; dell'anno	II	16	1986	1393	1394	Lupis, Antonio							
	ya01080	Latinismi	A		annārius 'dell'anno'	annārius		dell'anno	II	16	1986	1395	1395	Coluccia, Rosario							
	ya01081	Latinismi	A		*annāta 'annata'	*annāta		annata	II	16	1986	1395	1399	Coluccia, Rosario							
	ya01082	Latinismi	A		annectere 'congiungere, unire'	annectere		congiungere, unire	II	16	1986	1400	1400	Masutti, Patrizia							
	ya01083	Latinismi	A		annexus agg. 'congiunto, unito'	annexus	agg. 	congiunto, unito	II	16	1986	1400	1401	Masutti, Patrizia							
	ya01084	Latinismi	A		annexus 'legame'	annexus		legame	II	16	1986	1402	1402	Masutti, Patrizia							
	ya01085	Latinismi	A		*annicellus 'capra di un anno'	*annicellus		capra di un anno	II	16	1986	1402	1404	Lupis, Antonio							
	ya01086	Latinismi	A		anniculus 'di un anno'	anniculus		di un anno	II	16	1986	1404	1413	Lupis, Antonio							
	ya01087	Latinismi	A		anniversālis 'che ricorre ogni anno'	anniversālis		che ricorre ogni anno	II	16	1986	1413	1413	Bianchi De Vecchi, Paola							
	ya01088	Latinismi	A		anniversārius 'che ricorre ogni anno'	anniversārius		che ricorre ogni anno	II	16	1986	1413	1414	Bianchi De Vecchi, Paola							
	ya01089	Latinismi	A		annominātio 'paronomasia'	annominātio		paronomasia	II	16	1986	1414	1415	Calabrò Fazio, Annamaria							
	ya01090	Latinismi	A		annōna 'produzione dell'annata; viveri, vettovaglie'	annōna		produzione dell'annata; viveri, vettovaglie	II	16	1986	1415	1416	Marinucci, Marcello	Pfister, Max						
	ya01091	Latinismi	A		annōnārius 'relativo ai viveri'	annōnārius		relativo ai viveri	II	16	1986	1416	1416	Marinucci, Marcello							
	ya01092	Latinismi	A		annōsus 'vecchio, che ha molti anni'	annōsus		vecchio, che ha molti anni	II	16	1986	1416	1417	Coluccia, Rosario							
	ya01093	Latinismi	A		annotāre 'annotare, osservare per iscritto; notificare'	annotāre		annotare, osservare per iscritto; notificare	II	16	1986	1417	1418	Marinucci, Marcello	Pfister, Max						
	ya01094	Latinismi	A		annotātio 'nota, annotazione'	annotātio		nota, annotazione	II	16	1986	1418	1419	Marinucci, Marcello							
	ya01095	Latinismi	A		*annōticus 'di un anno'	*annōticus		di un anno	II	16	1986	1419	1419	Coluccia, Rosario							
	ya01096	Latinismi	A		annōtinus 'dell'anno precedente'	annōtinus		dell'anno precedente	II	16	1986	1420	1421	Coluccia, Rosario							
	ya01097	Latinismi	A		annuālis 'di ogni anno'	annuālis		di ogni anno	II	16	1986	1421	1424	Coluccia, Rosario	Pfister, Max						
	ya01098	Latinismi	A		annuārius 'annuale, che si rinnova ogni anno'	annuārius		annuale, che si rinnova ogni anno	II	16	1986	1424	1424	Coluccia, Rosario							
	ya01099	Latinismi	A		annuculus 'di un anno'	annuculus		di un anno	II	16	1986	1424	1426	Lupis, Antonio							
	ya01100	Latinismi	A		annuere 'assentire'	annuere		assentire	II	16	1986	1427	1427	Calabrò Fazio, Annamaria							
	ya01101	Latinismi	A		annūllāre 'disprezzare, dichiarare nullo'	annūllāre		disprezzare, dichiarare nullo	II	16	1986	1428	1433	Fazio, Federico							
	ya01102	Latinismi	A		annūllātio 'distruzione, annientamento'	annūllātio		distruzione, annientamento	II	16	1986	1433	1433	Fazio, Federico							
	ya01103	Latinismi	A		annumerāre 'numerare, contare'	annumerāre		numerare, contare	II	16	1986	1434	1434	Fazio, Federico	Pfister, Max						
	ya01104	Latinismi	A		annumerātio 'calcolo, computo'	annumerātio		calcolo, computo	II	16	1986	1434	1435	Fazio, Federico							
	ya01105	Latinismi	A		annumerātor 'computista'	annumerātor		computista	II	16	1986	1435	1435	Fazio, Federico							
	ya01106	Latinismi	A		annūntiāre 'annunciare, proclamare'	annūntiāre		annunciare, proclamare	II	16	1986	1435	1439	Cornagliotti, Anna							
	ya01107	Latinismi	A		annūntiātio 'annunciazione'	annūntiātio		annunciazione	II	16	1986	1439	1440	Cornagliotti, Anna							
	ya01108	Latinismi	A		annūntiātor 'colui che annuncia'	annūntiātor		colui che annuncia	II	16	1986	1440	1441	Cornagliotti, Anna							
	ya01109	Latinismi	A		annūntium 'annuncio'	annūntium		annuncio	II	16	1986	1442	1443	Cornagliotti, Anna							
	ya01110	Latinismi	A		annus 'anno'	annus		anno	II	16	1986	1444	1478	Coluccia, Rosario	Pfister, Max						
	ya01111	Latinismi	A		annuus 'di un anno; che si ripete ogni anno'	annuus		di un anno; che si ripete ogni anno	II	16	1986	1478	1478	Coluccia, Rosario							
	ya01112	Latinismi	A		anodynon 'che lenisce il dolore'	anodynon		che lenisce il dolore	II	16	1986	1478	1480	Fazio, Federico							
	ya01113	Latinismi	A		anomalia 'irregolarità'	anomalia		irregolarità	II	16	1986	1480	1481	Fazio, Federico							
	ya01114	Latinismi	A		anomalos 'irregolare'	anomalos		irregolare	II	16	1986	1481	1483	Fazio, Federico							
	ya01115	Latinismi	A		anōnis -> onōnis	anōnis		anōnis	II	16	1986	1483	1483					onōnis			
	ya01116	Latinismi	A		anonymos 'anonimo, senza nome'	anonymos		anonimo, senza nome	II	16	1986	1483	1485	Calabrò Fazio, Annamaria							
	ya01117	Latinismi	A		anorexia 'inappetenza'	anorexia		inappetenza	II	16	1986	1485	1486	Calabrò Fazio, Annamaria	Lupis, Antonio						
	ya01118	Latinismi	A		*anque 'anche'	*anque		anche	II	16	1986	1486	1518	Holtus, Günther	Schweickard, Wolfgang						
